BH,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,MAT,MAP,RS,RS_component,SPEI_min
1062,Hongyuan County,2009,1,32.47,102.55,3500,None,None,Boreal,Grassland,Natural,Deciduous,0.8,749,1129,Rs,-1.654430156
1063,Research and Education Farm,2014,4,34.82,114.28,73,Fertilized,,Temperate,Cropland,Managed,Deciduous,14.3,627,798,Rs,-2.108424531
1064,Research and Education Farm,2014,4,34.82,114.28,73,Fertilized,,Temperate,Cropland,Managed,Deciduous,14.3,627,949,Rs,-2.108424531
1065,Research and Education Farm,2014,4,34.82,114.28,73,Fertilized,,Temperate,Cropland,Managed,Deciduous,14.3,627,809,Rs,-2.108424531
1066,Research and Education Farm,2014,4,34.82,114.28,73,Fertilized,,Temperate,Cropland,Managed,Deciduous,14.3,627,912,Rs,-2.108424531
1067,Datong river basin,1998,1,37.62,101.32,3200,Grazing,light grazing,Arctic,Grassland,Managed,Evergreen,-1.7,580,663.02,Rs,-2.759122154
1068,Datong river basin,1998,1,37.62,101.32,3200,Grazing,light grazing,Arctic,Grassland,Managed,Evergreen,-1.7,580,462.02,Rs,-2.759122154
1069,Datong river basin,1998,1,37.62,101.32,3200,Grazing,heavy grazing,Arctic,Grassland,Managed,Evergreen,-1.7,580,660.63,Rs,-2.759122154
1070,Datong river basin,1998,1,37.62,101.32,3200,Grazing,heavy grazing,Arctic,Grassland,Managed,Evergreen,-1.7,580,512.75,Rs,-2.759122154
1071,Baotianman,2005,1,33.47,111.92,1350,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,1105.15,Rs,-1.48402827
1072,Baotianman,2005,1,33.47,111.92,1290,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,779.12,Rs,-1.48402827
1073,Baotianman,2005,1,33.47,111.92,1270,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,821.23,Rs,-1.48402827
1074,Baotianman,2005,1,33.47,111.92,1290,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,912.19,Rs,-1.48402827
1075,Baotianman,2005,1,33.47,111.92,1300,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,899.5,Rs,-1.48402827
1076,Luanchen,1992,1,37.83,114.67,,Warmed,no N fertilizer and warming,Temperate,Cropland,Managed,Deciduous,12.2,536.7,487.64,Rs,-2.009477097
1077,Luanchen,1992,1,37.83,114.67,,Fertilized,with mineral N fertilizer 315 kg N ha y and no warming,Temperate,Cropland,Managed,Deciduous,12.2,536.7,454.64,Rs,-2.009477097
1078,Luanchen,1992,1,37.83,114.67,,Fertilized,with mineral N fertilizer 315 kg N ha y and no warming,Temperate,Cropland,Managed,Deciduous,12.2,536.7,444.27,Rs,-2.009477097
1079,Kaiyang,2008,1,26.97,107.12,1250,None,with mineral N fertilizer 315 kgâˆ? N haâˆ? yâˆ? and no warming,Subtropical,Forest,Natural,Deciduous,12.8,1258,844.29,Rs,-1.536522237
1080,Kaiyang,2008,1,27.05,106.98,1250,None,with mineral N fertilizer 315 kgâˆ? N haâˆ? yâˆ? and with warming,Subtropical,Forest,Natural,Evergreen,12.8,1258,779.95,Rs,-1.517211834
1081,Kaiyang,2008,1,26.88,106.85,1225,None,None,Subtropical,Forest,Natural,Evergreen,12.8,1258,949.87,Rs,-1.55302684
1082,Ainaoshang,2004,1,24.53,101.02,2476,None,None,,Forest,Natural,Evergreen,11.3,1931,1018.35,Rs,-0.964626314
1083,Changwu station,2008,1,35.2,107.67,1200,Rotation,"rotations of wheat, legume, and maize",Temperate,Cropland,Managed,,9.4,586,332.15,Rs,-1.936888535
1084,Shapotou,2007,1,37.53,105.03,1330,Litter manipulation,,Temperate,Shrubland,Managed,Deciduous,9.6,186.2,211.34,Rs,-1.531929076
1085,Shapotou,2007,1,37.53,105.03,1330,Litter manipulation,,Temperate,Shrubland,Managed,Deciduous,9.6,186.2,207.69,Rs,-1.531929076
1086,Shapotou,2007,1,37.53,105.03,1330,Litter manipulation,,Temperate,Shrubland,Managed,Deciduous,9.6,186.2,192.36,Rs,-1.531929076
1087,Shapotou,2007,1,37.53,105.03,1330,Litter manipulation,,Temperate,Shrubland,Managed,Deciduous,9.6,186.2,137.24,Rs,-1.531929076
1088,Shapotou,2007,1,37.53,105.03,1330,Litter manipulation,,Temperate,Shrubland,Managed,Deciduous,9.6,186.2,146,Rs,-1.531929076
1089,Shapotou,2007,1,37.53,105.03,1330,Litter manipulation,,Temperate,Shrubland,Managed,Deciduous,9.6,186.2,85.63,Rs,-1.531929076
1090,Shapotou,2007,1,37.53,105.03,1330,Litter manipulation,,Temperate,Desert,Managed,Deciduous,9.6,186.2,126.29,Rs,-1.531929076
1091,Shapotou,2007,1,37.53,105.03,1330,Litter manipulation,,Temperate,Desert,Managed,Deciduous,9.6,186.2,76.65,Rs,-1.531929076
1092,Dinghuashan,2009,1,23.15,112.51,200,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1927,1692.1,Rs,-2.073767784
1093,Dinghuashan,2009,1,23.15,112.51,200,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1927,1346.5,Rs,-2.073767784
1094,Dinghuashan,2009,1,23.15,112.51,250,None,None,Subtropical,Forest,Natural,Evergreen,21.4,1927,1415.9,Rs,-2.073767784
1095,Xihu,1997,1,30.52,120.17,,Plantation,,Subtropical,Forest,Managed,Evergreen,16.7,1410,429.56,Rs,-1.615387511
1096,Xihu,1997,1,30.52,120.17,,Plantation,,Subtropical,Forest,Managed,Evergreen,16.7,1410,635.74,Rs,-1.615387511
1097,Xihu,1997,1,30.52,120.17,,Fertilized,,Subtropical,Cropland,Managed,Evergreen,16.7,1410,683.76,Rs,-1.615387511
1098,Natural park,2009,1,26.07,119.61,450,Litter manipulation,,Subtropical,Forest,Managed,Evergreen,19.4,1413.7,1029.34,Rs,-1.822093103
1099,Natural park,2009,1,26.07,119.61,450,Litter manipulation,Litter removal,Subtropical,Forest,Managed,Evergreen,19.4,1413.7,877.97,Rs,-1.822093103
1100,Handan,2004,1,36.87,115.02,40,Fertilized,,Temperate,Cropland,Managed,Deciduous,13.2,514.3,675.25,Rs,-1.355812348
1101,Handan,2004,1,36.87,115.02,40,Fertilized,,Temperate,Cropland,Managed,Deciduous,13.2,514.3,454.43,Rs,-1.355812348
1102,Handan,2004,1,36.87,115.02,40,Fertilized,,Temperate,Cropland,Managed,Deciduous,13.2,514.3,1208.15,Rs,-1.355812348
1103,Tianlongshan,2006,3,37.87,112.55,1019,None,,Temperate,Shrubland,Natural,Deciduous,10,478.4,1169,Rs,-2.060477522
1104,Tianlongshan,2006,3,37.87,112.55,1440,None,None,Temperate,Shrubland,Natural,Deciduous,10,478.4,1002,Rs,-2.060477522
1106,Qinling,1998,1,33.38,108.33,,None,None,Subtropical,Forest,Natural,Evergreen,9,1000,2825.24,Rs,-2.126151659
1107,Qinling,1998,1,33.38,108.33,,None,None,Subtropical,Forest,Natural,Deciduous,9,1000,2232.34,Rs,-2.126151659
1108,Xishuangbanna,2008,2,21.5,100.83,,None,None,Subtropical,Forest,Natural,Evergreen,21.5,1557,1006.64,Rs,-0.396854289
1109,Xishuangbanna,2008,2,21.5,100.83,,Litter manipulation,Litter removal,Tropical,Forest,Managed,Evergreen,21.5,1557,779.57,Rs,-0.396854289
1110,Tianma,2006,1,24.33,117.43,,Plantation,,Subtropical,Forest,Managed,Evergreen,22,1859,1328.3,Rs,-1.454844608
1111,Tianma,2006,1,24.33,117.43,,Plantation,,Subtropical,Forest,Managed,Evergreen,22,1859,1033.13,Rs,-1.454844608
1112,Tianma,2006,1,24.33,117.43,,Plantation,,Subtropical,Forest,Managed,Evergreen,22,1859,1271.54,Rs,-1.454844608
1113,Xishuangbanna,2003,1,21.93,101.27,720,None,None,Tropical,Forest,Natural,Evergreen,21.4,1557,949.09,Rs,-2.066229255
1114,Xishuangbanna,2003,1,21.93,101.27,720,None,None,Tropical,Forest,Natural,Evergreen,21.4,1557,1273.64,Rs,-2.066229255
1115,Xishuangbanna,2003,1,21.93,101.27,720,None,None,Tropical,Forest,Natural,Evergreen,21.4,1557,1456.36,Rs,-2.066229255
1116,Muchuan county,2006,1,28.77,103.8,1300,None,None,Subtropical,Forest,Natural,Evergreen,12.8,1780,831,Rs,-2.306642475
1117,Nanjing Forestry University,2004,3,31.98,119.23,170,Plantation,Quercus variabilis plantation,Temperate,Forest,Managed,Deciduous,15.3,1055.6,598.6,Rs,-1.777570652
1118,Nanjing Forestry University,2004,3,31.98,119.23,120,Plantation,Pinus taeda plantation,Temperate,Forest,Managed,Evergreen,15.3,1055.6,547.5,Rs,-1.777570652
1119,Tianjiling Changsha,2007,1,28.1,113.02,70,None,None,Subtropical,Forest,Natural,Evergreen,17.2,1422,418.52,Rs,-2.353648344
1120,Tianjiling Changsha,2007,1,28.1,113.02,70,None,None,Subtropical,Forest,Natural,Evergreen,17.2,1422,741.48,Rs,-2.353648344
1121,Tianjiling Changsha,2007,1,28.1,113.02,70,None,None,Subtropical,Forest,Natural,Evergreen,17.2,1422,561.36,Rs,-2.353648344
1122,Yanting,2005,1,31.27,105.45,,Litter manipulation,,Subtropical,Forest,Managed,Evergreen,17.3,825,652.65,Rs,-1.553680596
1123,Yanting,2005,1,31.27,105.45,,Litter manipulation,,Subtropical,Forest,Managed,Evergreen,17.3,825,529.95,Rs,-1.553680596
1124,Yanting,2004,1,31.27,105.45,,Fertilized,,Subtropical,Forest,Managed,Evergreen,17.3,825,522.1,Rs,-0.641337406
1125,Yanting,2004,1,31.27,105.45,,Fertilized,,Subtropical,Grassland,Managed,Deciduous,17.3,825,472.4,Rs,-0.641337406
1126,Yanting,2004,1,31.27,105.45,,Fertilized,,Subtropical,Cropland,Managed,Deciduous,17.3,825,347.7,Rs,-0.641337406
1127,Huitong,2002,1.5,26.8,109.5,350,Plantation,Pinus massoniana plantation,Subtropical,Forest,Managed,Evergreen,16.5,1300,515.48,Rs,-1.140601361
1128,Huitong,2002,1.5,26.8,109.5,350,Plantation,Cycloba lanopsis plantation,Subtropical,Forest,Managed,Evergreen,16.5,1300,286.82,Rs,-1.140601361
1129,Huian county,2006,1,24.92,118.92,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.8,1250,1026.69,Rs,-1.529395891
1130,Huian county,2006,1,24.92,118.92,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.8,1250,1468.33,Rs,-1.529395891
1131,Huian county,2006,1,24.92,118.92,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.8,1250,1210.99,Rs,-1.529395891
1132,Yaan,2008,1,29.97,102.98,580,Plantation,,Subtropical,Forest,Managed,Deciduous,16.1,1772.2,352.41,Rs,-1.960118335
1133,Yaan,2008,1,29.97,102.98,580,Plantation,,Subtropical,Forest,Managed,Deciduous,16.1,1772.2,400.77,Rs,-1.960118335
1134,Yaan,2008,1,29.97,102.98,580,Plantation,,Subtropical,Forest,Managed,Deciduous,16.1,1772.2,510.27,Rs,-1.960118335
1135,Yulin,2009,1,38.77,110.37,1224,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,469.26,Rs,-2.364418816
1136,Yulin,2009,1,38.77,110.37,1224,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,658.48,Rs,-2.364418816
1137,Yulin,2009,1,38.77,110.37,1224,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,650.91,Rs,-2.364418816
1138,Yulin,2009,1,38.77,110.37,1224,None,None,Temperate,Grassland,Natural,Deciduous,8.4,437,575.22,Rs,-2.364418816
1139,Yulin,2009,1,38.77,110.37,1219,Fertilized,,Temperate,Grassland,Managed,Deciduous,8.4,437,473.04,Rs,-2.364418816
1140,Yulin,2009,1,38.77,110.37,1223,Fertilized,,Temperate,Grassland,Managed,Deciduous,8.4,437,480.61,Rs,-2.364418816
1141,Yulin,2009,1,38.77,110.37,1215,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,438.98,Rs,-2.364418816
1142,Yulin,2009,1,38.77,110.37,1183,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,582.79,Rs,-2.364418816
1143,Yulin,2009,1,38.77,110.37,1183,None,None,Temperate,Grassland,Natural,Deciduous,8.4,437,378.43,Rs,-2.364418816
1144,Yulin,2009,1,38.77,110.37,1183,None,None,Temperate,Grassland,Natural,Deciduous,8.4,437,367.08,Rs,-2.364418816
1145,Yulin,2009,1,38.77,110.37,1183,Fertilized,,Temperate,Cropland,Managed,Deciduous,8.4,437,514.67,Rs,-2.364418816
1146,"Taiyuan, tianlongshan",2006,1,37.73,112.42,1443,None,None,Temperate,Forest,Natural,Evergreen,10,478,1422.62,Rs,-2.04855778
1147,"Taiyuan, tianlongshan",2007,1,37.73,112.42,1443,None,None,Temperate,Forest,Natural,Evergreen,10,478,1080.36,Rs,-1.400040583
1148,"Taiyuan, tianlongshan",2008,1,37.73,112.42,1443,None,None,Temperate,Forest,Natural,Evergreen,10,478,983.3,Rs,-1.81899222
1149,"Taiyuan, tianlongshan",2006,1,37.73,112.42,1443,None,None,Temperate,Grassland,Natural,Deciduous,10,478,1467.53,Rs,-2.04855778
1150,"Taiyuan, tianlongshan",2007,1,37.73,112.42,1443,None,None,Temperate,Grassland,Natural,Deciduous,10,478,1040.93,Rs,-1.400040583
1151,"Taiyuan, tianlongshan",2008,1,37.73,112.42,1443,None,None,Temperate,Grassland,Natural,Deciduous,10,478,1218.25,Rs,-1.81899222
1152,"Taiyuan, tianlongshan",2006,1,37.73,112.42,1442,None,None,Temperate,Shrubland,Natural,Evergreen,10,478,1694.97,Rs,-2.04855778
1153,"Taiyuan, tianlongshan",2007,1,37.73,112.42,1442,None,None,Temperate,Shrubland,Natural,Evergreen,10,478,1269.95,Rs,-1.400040583
1154,"Taiyuan, tianlongshan",2008,1,37.73,112.42,1442,None,None,Temperate,Shrubland,Natural,Evergreen,10,478,1305.05,Rs,-1.81899222
1155,Sanming,2002,1,26.26,117.64,,None,None,Subtropical,Forest,Natural,Evergreen,19.4,1605.9,1501.9,Rs,-1.208806423
1156,Sanming,2003,1,26.26,117.64,,None,None,Subtropical,Forest,Natural,Evergreen,19.4,1605.9,1246.4,Rs,-2.288115547
1157,Sanming,2002,1,26.26,117.64,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.4,1605.9,1045.1,Rs,-1.208806423
1158,Sanming,2003,1,26.26,117.64,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.4,1605.9,842.7,Rs,-2.288115547
1159,Sanming,2002,1,26.26,117.64,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.4,1605.9,509.3,Rs,-1.208806423
1160,Sanming,2003,1,26.26,117.64,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.4,1605.9,399.3,Rs,-2.288115547
1161,Dinghuashan,2001,1,23.13,112.58,280,None,None,Subtropical,Forest,Natural,Evergreen,21,1927,1141.75,Rs,-0.789652388
1162,Dinghuashan,2001,1,23.13,112.58,220,None,None,Subtropical,Forest,Natural,Evergreen,21,1927,1040.21,Rs,-0.789652388
1163,Dinghuashan,2001,1,23.13,112.58,75,None,None,Subtropical,Forest,Natural,Evergreen,21,1927,1026.11,Rs,-0.789652388
1164,Anyang,2002,1,36.5,114.2,,Rotation,winter-wheat and summer-corn rotation,Temperate,Cropland,Managed,Deciduous,14,700,264.66,Rs,-2.086435646
1165,Anyang,2002,1,36.5,114.2,,Rotation,winter-wheat and summer-corn rotation,Temperate,Cropland,Managed,Deciduous,14,700,190.12,Rs,-2.086435646
1166,Anyang,2002,1,36.5,114.2,,Rotation,winter-wheat and summer-corn rotation,Temperate,Cropland,Managed,Deciduous,14,700,177.27,Rs,-2.086435646
1167,Anyang,2002,1,36.5,114.2,,Rotation,winter-wheat and summer-corn rotation,Temperate,Cropland,Managed,Deciduous,14,700,131.18,Rs,-2.086435646
1168,Binglishan,2008,1,42.5,125,,None,None,Temperate,Forest,Natural,Mixed,5.2,684.8,433.08,Rs,-1.701921374
1169,Jiyuanshi,2006,1,35.02,112.47,410,Plantation,Robinia pseudoacacia plantation,Temperate,Forest,Managed,Evergreen,13.4,641.7,946.09,Rs,-1.794860039
1170,Hengtai county,2004,1,36.98,117.98,,Fertilized,,Temperate,Cropland,Managed,Deciduous,11.4,600,565.07,Rs,-1.356716675
1171,Hengtai county,2004,1,36.98,117.98,,Fertilized,"Fertilized, straw return",Temperate,Cropland,Managed,Deciduous,11.4,600,619.17,Rs,-1.356716675
1172,Hengtai county,2004,1,36.98,117.98,,Fertilized,"Fertilized, straw return",Temperate,Cropland,Managed,Deciduous,11.4,600,625.5,Rs,-1.356716675
1173,Hengtai county,2004,1,36.98,117.98,,Fertilized,"Fertilized, straw return",Temperate,Cropland,Managed,Deciduous,11.4,600,662.15,Rs,-1.356716675
1174,Hengtai county,2004,1,36.98,117.98,,Fertilized,"Fertilized, straw return",Temperate,Cropland,Managed,Deciduous,11.4,600,679.56,Rs,-1.356716675
1175,Hengtai county,2004,1,36.98,117.98,,Fertilized,"Fertilized, straw return, organic fertilizer",Temperate,Cropland,Managed,Deciduous,11.4,600,706,Rs,-1.356716675
1176,Keerqin,2005,1,42.93,120.72,350,Frenched,,Temperate,Desert,Managed,Deciduous,6.5,356.9,340.1,Rs,-1.688236783
1177,Keerqin,2005,1,42.93,120.72,350,Frenched,,Temperate,Desert,Managed,Deciduous,6.5,356.9,330.4,Rs,-1.688236783
1178,Keerqin,2005,1,42.93,120.72,350,Frenched,,Temperate,Desert,Managed,Deciduous,6.5,356.9,269.6,Rs,-1.688236783
1179,Keerqin,2005,1,42.93,120.72,350,Frenched,,Temperate,Desert,Managed,Deciduous,6.5,356.9,230.8,Rs,-1.688236783
1180,Keerqin,2005,1,42.93,120.72,350,Frenched,,Temperate,Desert,Managed,Deciduous,6.5,356.9,225.9,Rs,-1.688236783
1181,Wutongshan,2009,1,22.58,114.22,,None,None,Subtropical,Forest,Natural,Evergreen,22.4,1948.4,1751,Rs,-1.81553351
1182,Wutongshan,2009,1,22.58,114.22,,None,None,Subtropical,Forest,Natural,Evergreen,22.4,1948.4,1852,Rs,-1.81553351
1183,Wutongshan,2009,1,22.58,114.22,,None,None,Subtropical,Forest,Natural,Evergreen,22.4,1948.4,2058,Rs,-1.81553351
1184,Yangdongshan,2009,1,25.28,113.43,,None,None,Subtropical,Forest,Natural,Evergreen,19,1700,1083,Rs,-2.447153372
1185,Yangdongshan,2009,1,25.28,113.43,,None,None,Subtropical,Forest,Natural,Evergreen,19,1700,1572,Rs,-2.447153372
1186,Tiantongshan,2009,1,29.8,121.8,,None,None,Subtropical,Forest,Natural,Evergreen,16.2,1374.7,1220,Rs,-1.770002645
1187,Tiantongshan,2009,1,29.8,121.8,,None,None,Subtropical,Forest,Natural,Evergreen,16.2,1374.7,1077,Rs,-1.770002645
1188,Tiantongshan,2009,1,29.8,121.8,,None,None,Subtropical,Forest,Natural,Evergreen,16.2,1374.7,1346,Rs,-1.770002645
1189,Taihe,1999,1,26.74,115.07,,Plantation,,Subtropical,Forest,Managed,Evergreen,18.6,1361,932.45,Rs,-2.662735718
1193,Tianjiling Changsha,2007,1,28.1,113.02,75,None,None,Subtropical,Forest,Natural,Evergreen,17.2,1422,495.75,Rs,-2.353648344
1194,Tianjiling Changsha,2008,1,28.1,113.02,75,None,None,Subtropical,Forest,Natural,Evergreen,17.2,1422,488.18,Rs,-1.575476128
1195,Zhongshanzhiwuyuan,2009,1,32.04,118.5,,None,None,Tropical,Forest,Natural,Deciduous,15.7,950,916.95,Rs,-1.939316616
1196,Zhongshanzhiwuyuan,2009,1,32.04,118.5,,None,None,Tropical,Grassland,Natural,Deciduous,15.7,950,1562.93,Rs,-1.939316616
1197,Zhongshanzhiwuyuan,2009,1,32.04,118.5,,None,None,Tropical,Shrubland,Natural,Evergreen,15.7,950,957.44,Rs,-1.939316616
1198,Changwu County,2011,3,35.2,107.67,1220,Rotation,wheat/millet/pea/wheat ,Temperate,Cropland,Managed,Deciduous,9.4,560,616.85,Rs,-1.851907372
1199,Changwu County,2011,3,35.2,107.67,1220,Rotation,millet/pea/wheat/wheat,Temperate,Cropland,Managed,Deciduous,9.4,560,908.24,Rs,-1.851907372
1200,Changwu County,2011,3,35.2,107.67,1220,Rotation,wheat/wheat/millet/pea,Temperate,Cropland,Managed,Deciduous,9.4,560,836.34,Rs,-1.851907372
1201,Tian e zhou wetland,2009,2,29.49,112.23,,Grazing,,Subtropical,Wetland,Managed,Deciduous,16,1200,572.28,Rs,-1.37606858
1202,Tian e zhou wetland,2009,2,29.49,112.23,,Grazing,,Subtropical,Wetland,Managed,Deciduous,16,1200,572.28,Rs,-1.37606858
1203,Luanchen,2011,4,37.88,114.68,50,Warmed,,Temperate,Cropland,Managed,Deciduous,12.4,460,397.85,Rs,-1.690169689
1204,Maoxian mountain,2010,5,31.62,103.92,,Fertilized,with mineral N fertilizer 315 kgâˆ? N haâˆ? yâˆ? and no warming,Boreal,Forest,Managed,Evergreen,8.9,900,434.35,Rs,-2.149955633
1205,Maoxian mountain,2010,5,31.62,103.92,,Fertilized,with mineral N fertilizer 315 kgâˆ? N haâˆ? yâˆ? and no warming,Boreal,Forest,Managed,Evergreen,8.9,900,438,Rs,-2.149955633
1206,Maoxian mountain,2010,5,31.62,103.92,,Thinned,Intermediate,Boreal,Forest,Managed,Evergreen,8.9,900,423.4,Rs,-2.149955633
1207,Wangdonggou,2011,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,635,Rs,-1.848461162
1208,Wangdonggou,2011,1,35.22,107.67,1095,Fertilized,,Temperate,Grassland,Managed,Deciduous,9.4,560,542,Rs,-1.848461162
1209,Wangdonggou,2011,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,539,Rs,-1.848461162
1210,Wangdonggou,2011,1,35.22,107.67,1095,Fertilized,,Temperate,Cropland,Managed,Deciduous,9.4,560,469,Rs,-1.848461162
1211,Wangdonggou,2012,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,745,Rs,-1.479901145
1212,Wangdonggou,2012,1,35.22,107.67,1095,Fertilized,,Temperate,Grassland,Managed,Deciduous,9.4,560,602,Rs,-1.479901145
1213,Wangdonggou,2012,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,541,Rs,-1.479901145
1214,Wangdonggou,2012,1,35.22,107.67,1095,Fertilized,,Temperate,Cropland,Managed,Deciduous,9.4,560,577,Rs,-1.479901145
1215,Wangdonggou,2013,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,961,Rs,-2.034163877
1216,Wangdonggou,2013,1,35.22,107.67,1095,Fertilized,,Temperate,Grassland,Managed,Deciduous,9.4,560,605,Rs,-2.034163877
1217,Wangdonggou,2013,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,554,Rs,-2.034163877
1218,Wangdonggou,2013,1,35.22,107.67,1095,Fertilized,,Temperate,Cropland,Managed,Deciduous,9.4,560,651,Rs,-2.034163877
1219,South China Botanical Garden,2005,2,23.33,111.5,,Fertilized,,Subtropical,Forest,Managed,Deciduous,21.5,1714,1714.31,Rs,-1.544654119
1220,South China Botanical Garden,2005,2,23.33,111.5,,Fertilized,100 kgN/ha/yr,Subtropical,Forest,Managed,Deciduous,21.5,1714,1540.23,Rs,-1.544654119
1221,South China Botanical Garden,2005,2,23.33,111.5,,CO2 Fertilized,700 ppm,Subtropical,Forest,Managed,Deciduous,21.5,1714,1449.4,Rs,-1.544654119
1222,South China Botanical Garden,2005,2,23.33,111.5,,CO2 Fertilized,"Fertilized, CO2 Fertilized 100 kgN/ha/yr, 700 ppm",Subtropical,Forest,Managed,Deciduous,21.5,1714,1233.7,Rs,-1.544654119
1223,Tiantong National Forest Park,2011,2,29.87,121.65,200,Fertilized,CK,Subtropical,Forest,Managed,Evergreen,16,1374,949.87,Rs,-2.151359066
1224,Tiantong National Forest Park,2011,2,29.87,121.65,200,Fertilized,Low,Subtropical,Forest,Managed,Evergreen,16,1374,1222.34,Rs,-2.151359066
1225,Tiantong National Forest Park,2011,2,29.87,121.65,200,Fertilized,High,Subtropical,Forest,Managed,Evergreen,16,1374,1154.22,Rs,-2.151359066
