BH,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,MAT,MAP,RS,RS_component,SPEI,LogRS
31,Grassland Ecosystem  of Inner Mongolia research station,2017,3,43.633333,116.7,1230,None,,Temperate,Grassland,Natural,Deciduous,0.4,337,573.3844209,Rs,-2.739804836,2.758445889
31,Grassland Ecosystem  of Inner Mongolia research station,2017,3,43.633333,116.7,1230,None,,Temperate,Grassland,Natural,Deciduous,0.4,337,257.7478546,Ra,-2.739804836,2.411195059
31,Grassland Ecosystem  of Inner Mongolia research station,2017,3,43.633333,116.7,1230,None,,Temperate,Grassland,Natural,Deciduous,0.4,337,344.5989922,Rh,-2.739804836,2.537314003
37,Inner Mongolia University Ecology and Grassology Research base,2018,3,44.166667,116.466667,1160,None,,Temperate,Grassland,Managed,Deciduous,-1.5,271,740.2204115,Rs,-2.669446946,2.869361057
37,Inner Mongolia University Ecology and Grassology Research base,2018,3,44.166667,116.466667,1160,None,,Temperate,Grassland,Managed,Deciduous,-1.5,271,234.5415251,Ra,-2.669446946,2.370219745
37,Inner Mongolia University Ecology and Grassology Research base,2018,3,44.166667,116.466667,1160,None,,Temperate,Grassland,Managed,Deciduous,-1.5,271,505.6611456,Rh,-2.669446946,2.703859584
42,Tiantongshan,2015,5,29.8,121.783333,300,None,,Subtropical,Forest,Natural,Deciduous,16.2,1551,1572.330246,Rs,-2.185007985,3.196543769
46,Duolun County-upper slope,2006,4,42.45,116.67,1380,None,,Temperate,Grassland,Natural,Deciduous,2.1,385,704.633275,Rs,-2.011747108,2.847963148
47,Shanxi,2018,1.8,36.85,109.31,1061,None,,Temperate,Grassland,Natural,Deciduous,9.5,525,749.3922142,Rs,-2.159976624,2.874709177
48,Qinghai-Tibetan Plateau,2015,6,32.8,102.55,3500,None,,Temperate,Grassland,Natural,Deciduous,1.5,747,2644.599804,Rs,-2.117795033,3.422359961
59,Shanxi,2003,4,35.216667,107.666667,1220,None,,Temperate,Cropland,Managed,Deciduous,9.4,560,742.1787309,Rs,-2.145837346,2.870508504
60,Luan Chinese Academy of Sciences Urban Agricultural Ecosystem Experimental Station,2018,2,37.8,114.7,50.1,None,,Temperate,Cropland,Managed,Deciduous,12.8,536.8,1079.417198,Rs,-2.265864143,3.033189333
63,Chinese Academy of Sciences Huitong Forest Ecological Experiment Station,2002,2,26.8,109.5,200,None,,Subtropical,Forest,Natural,Evergreen,16.5,1200,605.2633655,Rs,-2.843585312,2.781944388
66,Field experiment of Lanzhou University Grassland Agricultural Science and Technology College,2008,2,37.12,106.82,,None,,Temperate,Grassland,Natural,Deciduous,7.1,359.3,498.89952,Rs,-2.444869565,2.698013086
68,Qinghai-Tibetan Plateau,2012,6,31.733333,92.033333,4200,OTC,,Temperate,Grassland,Managed,Deciduous,0.3,462,408.3502131,Rs,-2.233551549,2.611032787
73,Gutianshan,2009,3,29.138333,118.037222,375,None,,Subtropical,Forest,Natural,Evergreen,15.1,2000,749.5059791,Rs,-2.239917715,2.874775102
73,Gutianshan,2009,3,29.138333,118.037222,375,None,,Subtropical,Forest,Natural,Evergreen,15.1,2000,526.6360728,Rh,-2.239917715,2.721510603
77,shanxi,2011,2,37.65,111.516667,2708,None,,Temperate,Grassland,Natural,Deciduous,3,600,1562.615107,Rs,-2.365774285,3.193852019
79,Inner Mongolia University Ecology and Grassology Research base,2011,2,44.166667,116.466667,1160,None,,Temperate,Grassland,Managed,Deciduous,-1.5,271,827.6176465,Rs,-2.197542851,2.917829742
81,Hebei,2011,2,41.766667,115.683333,1380,None,,Temperate,Grassland,Natural,Deciduous,1,430,2154.53952,Rs,-2.07017617,3.333354465
82,Hunan Botanical Garden,2010,3,28.1,113.033333,46,None,,Subtropical,Forest,Managed,Deciduous,17.2,1200,1366.17915,Rs,-2.275859616,3.135507653
87,Gansu,2014,2,37.660617,102.3707,2600,None,,Temperate,Forest,Managed,Deciduous,,,3319.313268,Rs,-2.856972933,3.521048242
88,Ningxia,2014,2,36.166667,106.35,1800,None,,Temperate,Grassland,Natural,Deciduous,7.01,450,871.3886753,Rs,-2.171100491,2.940211911
88,Ningxia,2014,2,36.166667,106.35,1800,None,,Temperate,Grassland,Natural,Deciduous,7.01,450,377.0895585,Ra,-2.171100491,2.576444507
88,Ningxia,2014,2,36.166667,106.35,1800,None,,Temperate,Grassland,Natural,Deciduous,7.01,450,546.8014753,Rh,-2.171100491,2.737829678
89,Changwu Farmland Ecosystem National Field Scientific Observation and Research Station,2014,2,35.2,107.666667,1220,None,,Temperate,Cropland,Managed,Deciduous,9.1,584,245.5059524,Rs,-2.644666867,2.390062026
96,Inner Mongolia,2014,3,37.648333,108.293333,1300,None,,Temperate,Grassland,Natural,Deciduous,7.9,333.7,167.0115542,Rs,-2.629802089,2.222746518
101,Shaanxi Changwu Farmland Ecosystem National Field Scientific Observation and Research Station,2013,2015,35.216667,107.666667,1200,None,,Temperate,Cropland,Managed,Deciduous,9.4,564,561.1803131,Rs,-2.645132385,2.749102427
102,Heibei,2013,3,42.033333,116.85,1042,None,,Temperate,Forest,Natural,Deciduous,-1.4,453,1058.917457,Rs,-2.065108933,3.024862108
102,Heibei,2013,3,42.033333,116.85,1042,None,,Temperate,Forest,Natural,Deciduous,-1.4,453,368.2954286,Ra,-2.065108933,2.566196328
104,Tianlongshan,2007,10,37.483333,122,1400,None,,Temperate,Grassland,Managed,Deciduous,10,460,1599.688392,Rs,-2.158904195,3.204035394
107,Maoershan,2010,1.5,45.4167,127.667837,400,None,,Temperate,Forest,Natural,Deciduous,3.1,629,1135.466927,Rs,-2.047192627,3.055174489
107,Maoershan,2010,1.5,45.4167,127.667837,400,None,,Temperate,Forest,Natural,Deciduous,3.1,629,777.6213541,Rh,-2.047192627,2.890768178
110,Dinghushan Nature Reserve,2003.5,2,23.17,112.53,550,None,,Subtropical,Forest,Natural,Evergreen,21.4,1927,1739.910275,Rs,-2.279731158,3.240526853
113,Changbai Mountain,2004,3,42.4,128.1,738,None,,Temperate,Forest,Natural,Evergreen,2.4,708,2642.842889,Rs,-2.217926004,3.422071346
116,Daxinganling,2004,3,50.93333333,121.5,810,None,,Temperate,Forest,Natural,Evergreen,-5.4,500,1128.692308,Rs,-2.664072193,3.052575565
116,Daxinganling,2004,3,50.93333333,121.5,810,None,,Temperate,Forest,Natural,Evergreen,-5.4,500,1179.230769,Rs,-2.07384496,3.071598803
121,Liujiang,2008.5,2,30,103.6333333,600,None,,Subtropical,Forest,Managed,Evergreen,,,357.8591138,Rs,-2.068902407,2.553712082
128,Mt Gonglushan,2011.5,2,36.4233,109.5255,1353,None,,Temperate,Forest,Natural,Deciduous,10.1,504.7,1354.581609,Rs,-2.129513835,3.131805175
131,Heshan National Field Research Station of Forest Ecosystems-CP,2011,2,22.68,112.9,,None,,Subtropical,Forest,Managed,Evergreen,21.7,1700,902.7566471,Rh,-2.088688573,2.955570695
132,CN-NN-CK,2012.5,2.5,21.92,101.27,568,None,,Tropical,Forest,Natural,Evergreen,21.7,1487,1094.162087,Rs,-2.06722372,3.039081662
135,Grassland Ecosystem Research Station,2012,2,44.808,116.267,1505,None,,Temperate,Grassland,Managed,Deciduous,1.7,300,564.0400677,Rs,-2.213837356,2.751309956
135,Grassland Ecosystem Research Station,2012,2,44.808,116.267,1505,None,,Temperate,Grassland,Managed,Deciduous,1.7,300,246.8288268,Ra,-2.213837356,2.392395879
139,Nanjing Forestry University,2004,3,31.98,119.23,170,None,,Temperate,Forest,Managed,Deciduous,15.3,1055.6,654.4103435,Rs,-2.01695419,2.815850155
140,HBAMERS,2011,3,37.6,101.2,3200,None,,Temperate,Grassland,Natural,Deciduous,,,2582.210266,Rs,-2.033275981,3.411991603
141,IMGERS,2012,3,44,116.5,,None,,Temperate,Grassland,Managed,Deciduous,,,1039.228,Rs,-2.438029826,3.016710839
141,IMGERS,2012,3,44,116.5,,None,,Temperate,Grassland,Managed,Deciduous,,,755.9879999,Rs,-2.1675933,2.878514902
145,Inner Mongolia,2010,3,43.5,116.2,,None,,Temperate,Grassland,Managed,Deciduous,0.4,278.7,1040.081538,Rs,-2.423070443,3.017067388
145,Inner Mongolia,2010,3,43.5,116.2,,None,,Temperate,Grassland,Managed,Deciduous,0.4,278.7,749.9907694,Rs,-2.058387637,2.875055918
149,Jiangfengling,2014,4,18.71666667,108.8833333,870,None,,tropical,Forest,Natural,evergreen,19.8,2449,1393.857429,Rs,-2.341379062,3.144218354
149,Jiangfengling,2014,4,18.71666667,108.8833333,870,None,,tropical,Forest,Natural,evergreen,19.8,2449,1549.51104,Rs,-2.010832084,3.190194675
157,Xilinhot Field Research Station of Grassland Ecosystems,2012,3,44.166667,116.466667,1100,None,,Temperate,Grassland,Natural,Deciduous,3.37,322.6,1105.456877,Rs,-2.452860214,3.043541806
157,Xilinhot Field Research Station of Grassland Ecosystems,2012,3,44.166667,116.466667,1100,None,,Temperate,Grassland,Natural,Deciduous,3.37,322.6,1188.208752,Rs,-2.136009723,3.074892747
158,Inner Mongolia Grassland Ecosystem Research Station,2011,3,43.433333,116.066667,1100,None,,Temperate,Grassland,Natural,Deciduous,,,920.6854874,Rs,-2.010527183,2.964111298
158,Inner Mongolia Grassland Ecosystem Research Station,2011,3,43.433333,116.066667,1100,None,,Temperate,Grassland,Natural,Deciduous,,,1755.283893,Rs,-2.346727449,3.244347368
164,Haibei Alpine Grassland Ecosystem Research Station,2010,5,38.166667,101.2,3200,None,,Temperate,Grassland,Natural,Deciduous,,,1370.436749,Rs,-2.045320099,3.136858996
164,Haibei Alpine Grassland Ecosystem Research Station,2010,5,38.166667,101.2,3200,None,,Temperate,Grassland,Natural,Deciduous,,,577.3708755,Ra,-2.045320099,2.761454873
164,Haibei Alpine Grassland Ecosystem Research Station,2010,5,38.166667,101.2,3200,None,,Temperate,Grassland,Natural,Deciduous,,,830.4058672,Rh,-2.045320099,2.919290409
164,Haibei Alpine Grassland Ecosystem Research Station,2010,5,38.166667,101.2,3200,None,,Temperate,Grassland,Natural,Deciduous,,,1341.152867,Rs,-2.027786613,3.127478282
164,Haibei Alpine Grassland Ecosystem Research Station,2010,5,38.166667,101.2,3200,None,,Temperate,Grassland,Natural,Deciduous,,,636.634015,Ra,-2.027786613,2.803889839
164,Haibei Alpine Grassland Ecosystem Research Station,2010,5,38.166667,101.2,3200,None,,Temperate,Grassland,Natural,Deciduous,,,870.7532021,Rh,-2.027786613,2.93989508
164,Haibei Alpine Grassland Ecosystem Research Station,2010,5,38.166667,101.2,3200,None,,Temperate,Grassland,Natural,Deciduous,,,1261.775015,Rs,-2.145156711,3.100981923
164,Haibei Alpine Grassland Ecosystem Research Station,2010,5,38.166667,101.2,3200,None,,Temperate,Grassland,Natural,Deciduous,,,644.9791736,Ra,-2.145156711,2.809545691
164,Haibei Alpine Grassland Ecosystem Research Station,2010,5,38.166667,101.2,3200,None,,Temperate,Grassland,Natural,Deciduous,,,767.4750189,Rh,-2.145156711,2.885064248
166,National Biochar Institute of Shenyang Agricultural University,2013,3,41.81666667,123.55,,None,,Temperate,Cropland,Managed,Deciduous,,,415.2293578,Rs,-2.003757218,2.618288052
168,Mt Gonglushan,2011,3,36.423333,109.5255,1353,None,,Temperate,Forest,Natural,Deciduous,,,1360.438657,Rs,-2.129512375,3.133678964
169,Tianjiling National Park,2007,2,28.1,113.016667,,None,,Temperate,Forest,Natural,Deciduous,,,517.7505789,Rs,-2.446226972,2.714120593
172,Heshan  National Field Research Station of Forest Ecosystem,2009,3,22.61666667,112.8333333,,None,,Subtropical,Forest,Natural,Evergreen,,,792.551205,Rs,-2.08667728,2.899027331
175,Shenyang National Experimental Station,2013,6,41.516667,123.366667,,None,,Temperate,Cropland,Managed,Deciduous,,,426.3769504,Rs,-2.194879021,2.629793719
178,Heshan Ecological Station ,2008,2,22.57,112.83,61,None,,subtropical,Forest,Natural,Evergreen,,,1049.67576,Rs,-2.167559914,3.021055168
179,Heshan Ecological Station ,2008,2,22.57,112.83,61,None,,subtropical,Forest,Natural,Evergreen,,,816.23052,Rs,-2.285461189,2.91181283
187,Grassland Ecosystem Research Station of Inner Mongolia University,2011,2,44.8,116.033333,1505,None,,Temperate,Grassland,Natural,Deciduous,,,711.1726365,Rs,-2.223646032,2.851975038
190,Dehui Experimental Station,2008,3,44.2,125.55,177,None,,Temperate,Cropland,Managed,Deciduous,,,3413.545304,Rs,-2.08360333,3.533205671
191,National Forest Reserve in Menglun,,,21.933333,101.25,,None,,tropical,Forest,Natural,Evergreen,21.5,1557,3659.132241,Rs,-2.073216325,3.563378105
191,National Forest Reserve in Menglun,,,21.933333,101.25,,None,,tropical,Forest,Natural,Evergreen,21.5,1557,2689.306001,Rh,-2.073216325,3.429640221
198,Tiantongshan,,,29.8,121.783333,300,None,,Subtropical,Forest,Natural,Deciduous,16.2,1551,1379.913287,Rs,-2.260446412,3.139851796
201,Haibei Alpine Meadow Ecosystem Research Station,,,37.616667,101.35,3250,None,,Temperate,Grassland,Natural,Deciduous,,,780.1067709,Rs,-2.062796406,2.892154047
206,Xishuangbanna,2011,3,21.916667,101.266667,568,None,,tropical,Forest,Natural,Evengreen,,,1048.362955,Rs,-2.066746498,3.020511666
208,wine-grape vineyard,,,39.75,119.083333,23,None,,Temperate,Shrubland,Managed,Deciduous,,,741.7936146,Rs,-2.223772374,2.870283091
210,Yizhou State Forestry Centre,2001,3,26.116667,117.45,,None,,Subtropical,Forest,Natural,Evergreen,19.2,1687.5,868.5968902,Rs,-2.499544842,2.93881827
211,Uygur Autonomous,2007,2,44.433333,81.383333,,None,,Temperate,Forest,Natural,Deciduous,9.4,221.3,1560.665302,Rs,-2.041851935,3.193309775
215,Changbai Mountain,,,42.402778,128.096111,740,None,,Temperate,Forest,Natural,Evergreen,3.5,732,1317.162709,Rs,-2.119862043,3.119639427
216,South China Botanical Garden,,,23.346111,113.512778,,None,,Subtropical,Forest,Natural,Evergreen,21.5,1600,1112.155,Rs,-2.191346167,3.046165319
217,Zhaosu Basin,2015,2,40.92,81.05,,None,,Temperate,Grassland,Natural,Deciduous,4.1,490.1,3754.162361,Rs,-2.103778773,3.574513051
221,Shennongjia,,,31.466667,110.3,2570,None,,Subtropical,Forest,Natural,Evergreen,,,750.3092136,Rs,-2.02715769,2.875240279
221,Shennongjia,,,31.466667,110.3,2570,None,,Subtropical,Forest,Natural,Evergreen,,,171.3009191,Ra,-2.02715769,2.233759693
221,Shennongjia,,,31.466667,110.3,2570,None,,Subtropical,Forest,Natural,Evergreen,,,569.0640962,Rh,-2.02715769,2.755161186
225,Yellow River Delta Ecological Research Station,2010,3,23.155833,112.510833,,None,,Subtropical,Forest,Natural,Evergreen,223,1680,1222.466264,Rs,-2.079194158,3.087236883
225,Yellow River Delta Ecological Research Station,2010,3,23.155833,112.510833,,None,,Subtropical,Forest,Natural,Evergreen,223,1680,773.7889811,Rh,-2.079194158,2.888622541
227,Xisu Banner,,2,42.266667,112.783333,,None,,Temperate,Grassland,Natural,Deciduous,5.46,204,484.7200001,Rs,-2.007210968,2.68549094
231,Yizhou State Forestry Centre,2001,3,26.116667,117.45,320,None,,Subtropical,Forest,Natural,Evergreen,19.2,1687,967.514625,Rs,-2.499544842,2.985657539
